Index	Reading No	Time	Type	Duration	Units	Sigma Value	Sequence	Flags	SAMPLE	LOCATION	INSPECTOR	MISC	NOTE	Res	EScale	Shape Time	Mo	Mo Error	Zr	Zr Error	Sr	Sr Error	U	U Error	Rb	Rb Error	Th	Th Error	Pb	Pb Error	Au	Au Error	Se	Se Error	As	As Error	Hg	Hg Error	Zn	Zn Error	W	W Error	Cu	Cu Error	Ni	Ni Error	Co	Co Error	Fe	Fe Error	Mn	Mn Error	Cr	Cr Error	V	V Error	Ti	Ti Error	Sc	Sc Error	Ca	Ca Error	K	K Error	S	S Error	Nd	Nd Error	Pr	Pr Error	Ce	Ce Error	La	La Error	Ba	Ba Error	Sb	Sb Error	Sn	Sn Error	Cd	Cd Error	Pd	Pd Error	Ag	Ag Error	Bal	Bal Error	Nb	Nb Error	Y	Y Error	Bi	Bi Error	Re	Re Error	Ta	Ta Error	Hf	Hf Error	Al	Al Error	P	P Error	Si	Si Error	Cl	Cl Error	Mg	Mg Error	MgO	MgO Error	Al2O3	Al2O3 Error	SiO2	SiO2 Error	P2O5	P2O5 Error	K2O	K2O Error	CaO	CaO Error	TiO2	TiO2 Error	MnO	MnO Error	Fe2O3	Fe2O3 Error	Cs	Cs Error	Te	Te Error
458	458	22/11/2019 16:24	TestAll Geo	122.63	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	rocha					<LOD	2.63	<LOD	1.92	<LOD	1.24	<LOD	3.15	<LOD	1.29	<LOD	2.49	<LOD	3.3	<LOD	4.72	<LOD	2.45	<LOD	2.79	<LOD	7.07	<LOD	5.93	70.78	25.69	<LOD	11.29	44.53	17.73	14.81	9.58	<LOD	27.72	56.36	28.44	<LOD	6.25	6.08	4.03	<LOD	14.34	<LOD	3.25	137.96	53.01	719.09	182.85	<LOD	68.03	155.66	53.01	102.15	37.35	<LOD	45.21	84.57	30.1	190.89	15.7	40.95	6.78	24.42	5.71	14.34	4.26	4.25	2.14	<LOD	3.47	545439.44	1704.02	<LOD	1.5	<LOD	1.5	<LOD	13.69	<LOD	1.5	<LOD	1.5	<LOD	1.5	896.51	557.35	1310.72	249.03	448897.5	3223.24	1303.77	37.3	<LOD	2133.78	<LOD	0	1694.39	0	960640.69	0	3001.54	0	870.1	0	193.15	0	<LOD	0	72.7	0	28.16	0	115.5	8.45	48.41	7.71
459	459	22/11/2019 16:29	TestAll Geo	122.31	ppm	2	Final	-3mm 	apa2001-102.06-1	rio salitre	kotaro	rocha					<LOD	300000	70.52	7.28	30.69	4.26	<LOD	1.78	31.68	3.99	<LOD	14.45	<LOD	17.21	<LOD	300000	<LOD	15.73	<LOD	16.18	<LOD	300000	<LOD	300000	2170.47	171.93	734.33	74.98	1710.53	140.03	409.99	226.06	19172.75	1154.85	<LOD	300000	16.07	1.61	5.32	1.98	56.77	5.98	2.75	0.96	<LOD	8.77	13077.8	1529.29	7105.92	494.89	607.36	273.55	368.27	189.13	250.41	152.96	<LOD	219.82	1787.58	124.05	202.46	45.43	125.28	37.88	81.84	28.3	34.85	15.18	<LOD	23.38	908200.81	1282.89	6.67	4.44	1.53	1	<LOD	38.89	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3705.79	2772.15	586.16	30668.6	1899.57	10343.46	455.57	<LOD	23184.13	<LOD	0	<LOD	0	65630.81	0	6348.22	0	15824.14	0	<LOD	0	94.8	0	957.85	0	27417.03	0	548.71	56.97	283.22	51.74
460	460	22/11/2019 16:31	TestAll Geo	122.25	ppm	2	Final	-3mm 	apa2001-102.06-2	rio salitre	kotaro	rocha					<LOD	300000	32.7	4.83	13.87	2.74	<LOD	1.5	15.99	2.65	<LOD	300000	18.83	9.67	<LOD	300000	<LOD	11.14	<LOD	300000	<LOD	300000	<LOD	300000	<LOD	300000	517.51	55.19	1300.87	109.07	<LOD	300000	9458.66	928.59	<LOD	300000	14.04	1.67	3.99	1.92	34.84	5.64	1.94	0.92	<LOD	9.65	12015.83	1225.68	5821.53	373.29	<LOD	353.08	295.32	165.92	<LOD	316.08	<LOD	196.5	1397.18	98.86	226.77	39.25	145.92	33.22	75.61	23.65	26.88	12.29	<LOD	22.69	934704	808.36	<LOD	6.26	<LOD	1.5	<LOD	30.98	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	2674.15	1314.37	431.31	22762.76	1392.34	8347.5	337.51	<LOD	17437.69	<LOD	0	<LOD	0	48712.32	0	3009.92	0	14539.16	0	<LOD	0	58.18	0	621.3	0	13525.88	0	538.12	47.84	328.22	45.07
461	461	22/11/2019 16:35	TestAll Geo	120.47	ppm	2	Final	-3mm 	apa2001-102.80-1	rio salitre	kotaro	rocha					<LOD	300000	182.24	10.19	33.63	4.29	1.84	1.22	45.99	4.5	16.97	9.88	<LOD	17.72	<LOD	300000	<LOD	25.65	<LOD	300000	<LOD	300000	<LOD	300000	2058.16	164.95	722.84	72.04	1788.09	137.07	355.25	220.32	22228.34	1109.32	<LOD	300000	17.94	1.69	6.96	2.13	39.49	6.07	1.87	0.97	1296.72	470.25	11213.82	1570.7	13018.11	618.68	711.42	290.93	551.68	203.35	347.41	164.02	352.99	157.13	2054.31	138.48	237.12	50.12	136.4	41.63	87.46	30.66	30.3	15.9	<LOD	28.79	911579.44	1194.48	8.73	4.76	8.81	1	<LOD	40.39	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3575.8	2473.02	561.6	20089.67	1565.41	10025.34	429.46	<LOD	24698.71	<LOD	0	<LOD	0	42991.89	0	5663.21	0	13568.72	0	1815.4	0	65.95	0	756.07	0	31786.52	0	698.89	63.9	321.81	56.86
462	462	22/11/2019 16:40	TestAll Geo	120.94	ppm	2	Final	-3mm 	apa2001-102.80-2	rio salitre	kotaro	rocha					<LOD	300000	191.74	10.85	32.27	4.41	<LOD	300000	36.71	4.25	<LOD	14.92	<LOD	300000	<LOD	300000	<LOD	13.74	<LOD	16.5	<LOD	300000	<LOD	300000	1962.32	168.17	748.21	75.93	1620	139.33	547.74	240.96	25959.8	1205.2	<LOD	300000	18	1.73	9.21	2.28	66.67	6.6	2.78	1.04	<LOD	9.16	10497.01	1426.47	5834.61	417.36	562.58	239.94	449.49	168.41	211.81	133.51	342.61	131.75	1888.35	122.15	235.7	45.14	132.1	37.27	79.06	27.22	<LOD	18.76	<LOD	25.1	919037.94	1133.28	9.48	4.68	3.61	1	<LOD	43.43	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3256.34	2359.51	499.72	19084.61	1452.6	8502.39	375.59	<LOD	19915.68	<LOD	0	<LOD	0	40841.06	0	5403.27	0	12701.39	0	<LOD	0	111.35	0	870.59	0	37122.52	0	566.61	55.44	275.11	49.84
463	463	22/11/2019 16:43	TestAll Geo	121.94	ppm	2	Final	-3mm 	apa2001-103.97-1	rio salitre	kotaro	rocha					<LOD	300000	34.82	4.89	10.47	2.52	<LOD	300000	13.28	2.46	<LOD	300000	13.69	9.12	<LOD	300000	<LOD	9.93	<LOD	300000	<LOD	300000	<LOD	300000	1615.7	134.86	575.22	58.33	1207.44	111.04	<LOD	300000	9456.68	927.36	<LOD	300000	12.03	1.54	4.19	1.61	21.83	4.4	2.61	0.96	<LOD	8.34	677.97	27.8	6128.61	453.55	1006.32	246.25	515.29	166.2	324.37	134.44	418	130.16	1435.1	100.7	184.7	38.32	144.62	33.39	86.28	24.45	27.99	12.51	<LOD	22.19	931356.19	1199.52	<LOD	5.31	<LOD	1.5	<LOD	31.29	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	2868.94	2496.27	480.3	26604.05	1798.6	8720.08	492.37	<LOD	17225.66	<LOD	0	<LOD	0	56932.67	0	5716.46	0	820.35	0	<LOD	0	36.45	0	502.67	0	13523.06	0	542.28	48.29	246.92	43.25
464	464	22/11/2019 16:46	TestAll Geo	122.55	ppm	2	Final	-3mm 	apa2001-103.97-2	rio salitre	kotaro	rocha					<LOD	300000	35.21	4.91	12.8	2.68	<LOD	300000	15.47	2.58	<LOD	300000	16.33	9.84	<LOD	300000	<LOD	18.74	<LOD	300000	<LOD	300000	<LOD	300000	1645.43	127.25	589.28	57.58	1275.45	108.52	<LOD	300000	7894.23	934.14	<LOD	300000	12.3	1.49	3.62	1.58	24.34	4.46	2.12	0.9	1060.55	316.93	729.96	27.82	6035.11	384.2	701.93	248.49	479.83	172.26	241.5	137.45	310.95	134.28	1189.28	90.4	189.86	36.05	128.02	30.57	68.64	22.09	19.87	11.09	<LOD	19.44	936247.56	792.5	<LOD	7.06	<LOD	1.5	<LOD	31.2	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	2719.15	2020.13	456.02	24229.19	1448.04	8451.9	341.63	<LOD	16656.54	<LOD	0	<LOD	0	51850.48	0	4626.1	0	883.25	0	1484.78	0	40.65	0	432.42	0	11288.75	0	487.39	44.54	252.19	40.75
465	465	22/11/2019 16:50	TestAll Geo	122.41	ppm	2	Final	-3mm 	apa2001-100.90-1	rio salitre	kotaro	rocha					<LOD	7.93	62.73	7.25	19.48	3.85	<LOD	300000	28.61	4.03	<LOD	300000	<LOD	300000	<LOD	300000	<LOD	19.62	21.37	12.05	<LOD	300000	<LOD	300000	2102.93	179.7	728.21	79.18	1653.25	147.03	<LOD	300000	15116.38	1174.45	<LOD	300000	14.01	1.59	4.18	1.83	33.9	5.35	1.63	0.91	<LOD	9.62	10949.89	1251.39	5780.69	378.12	603.7	230.01	338.63	158.2	<LOD	187.59	196.47	123.16	1645.91	116.78	154.9	41.61	90.35	34.85	51.3	25.39	25.01	13.72	<LOD	23.4	928484.5	1084.88	<LOD	8.27	<LOD	1.5	<LOD	41.56	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	2680.83	2258.92	442.27	21294.52	1369.95	8637.28	360.64	<LOD	18560.45	<LOD	0	<LOD	0	45570.27	0	5172.94	0	13249.37	0	<LOD	0	56.62	0	585.59	0	21616.43	0	484.93	53.5	244.89	48.45
466	466	22/11/2019 16:52	TestAll Geo	121.83	ppm	2	Final	-3mm 	apa2001-100.90-2	rio salitre	kotaro	rocha					<LOD	300000	81.9	7.7	25.33	4.04	<LOD	1.85	38.23	4.38	<LOD	300000	33.58	13.55	<LOD	300000	<LOD	16.32	<LOD	300000	<LOD	300000	<LOD	300000	1934.52	172.17	791.34	78.21	1801.33	144.5	<LOD	330.73	16667.24	1138.23	<LOD	300000	15.34	1.64	5.95	1.86	40.51	5.29	3.24	1.05	<LOD	9.86	13531.9	1318.71	6271.1	419.38	503.68	252.49	513.16	179.77	292.82	143.95	275.87	138	1874.4	121.01	229.31	44.41	141.89	37.27	57.67	25.79	<LOD	18.34	<LOD	23.75	925106.44	1081.23	<LOD	9.25	1.63	1	<LOD	38.88	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3030.14	2387.25	491.41	18514.03	1404.48	8994.27	381.41	<LOD	18633.59	<LOD	0	<LOD	0	39620.03	0	5466.81	0	16373.6	0	<LOD	0	67.65	0	707.64	0	23834.16	0	462.32	53.23	253.47	48.72
467	467	22/11/2019 16:55	TestAll Geo	121.65	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	rocha					<LOD	2.62	<LOD	1.95	<LOD	1.3	<LOD	3.3	<LOD	1.33	<LOD	2.34	<LOD	3.07	<LOD	4.67	<LOD	2.43	<LOD	2.63	<LOD	7.01	<LOD	5.95	83.78	25.86	<LOD	11.45	43.74	17.65	<LOD	14.33	30.05	18.78	52.41	28.33	<LOD	6.34	9.75	4.14	<LOD	14.16	<LOD	2.91	106.67	54.16	671.46	190.27	744.23	40.07	127.8	53.8	68.86	37.86	<LOD	46.07	53.81	30.53	187.11	15.72	37.83	6.77	24.47	5.73	13.86	4.26	3.86	2.14	<LOD	3.51	541444.44	1719.55	<LOD	1.5	<LOD	1.5	<LOD	15.29	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	843.09	1369.41	249.62	449504.84	3062.38	1318.52	36.94	3247.23	1613.36	5390.4	0	1521.5	0	961940.44	0	3135.96	0	812.46	0	149.34	0	<LOD	0	67.61	0	42.97	0	103.63	8.43	51.14	7.75
468	468	22/11/2019 16:58	TestAll Geo	121.71	ppm	2	Final	-3mm 	padrao	rio salitre	kotaro	rocha					9.87	2.65	378.03	5.73	103.98	3.14	28.17	5.68	79.87	2.41	38.06	4.12	52.77	6.06	<LOD	7.13	<LOD	3.73	101.88	6.64	<LOD	11.26	49.82	8.34	359.16	38.95	291.9	19.92	105.59	23.27	<LOD	90.65	40724.95	518.5	475.37	50.69	32.2	10.72	97.41	24.24	4138.5	87.6	<LOD	32.45	6302.41	144.8	29826.63	1204.71	<LOD	267.69	436.96	69.63	303.97	48.79	175.4	39.37	199.14	38.42	500.15	20.76	48	8.13	30.15	6.9	14.7	5.05	<LOD	3.77	<LOD	4.23	515216.09	2153.6	11.22	1.88	2.41	1	<LOD	17.26	<LOD	1.5	<LOD	1.5	<LOD	1.5	83302.02	2306.63	1414.46	243.82	315756.84	4287.23	1128.77	51.66	<LOD	7504.28	<LOD	0	157440.83	0	675719.69	0	3239.1	0	36090.22	0	8823.37	0	6911.3	0	613.22	0	58236.68	0	148.31	10.23	57.91	9.25
469	469	01/06/2007 00:00	System Check	51.38	cps	2	Final							172.14	7.52	1																																																																																															<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0				
470	470	01/06/2007 00:01	System Check	51.05	cps	2	Final							159.81	7.53	4																																																																																															<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0				
471	471	25/11/2019 08:30	TestAll Geo	122.56	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.61	<LOD	2.01	<LOD	1.28	<LOD	3.17	<LOD	1.31	<LOD	2.35	<LOD	3.23	<LOD	4.56	<LOD	2.43	<LOD	2.61	<LOD	6.86	<LOD	6.08	96.18	26.05	<LOD	11.92	<LOD	26.19	15.01	9.68	<LOD	28.21	64.33	28.92	<LOD	6.07	12.01	4.2	<LOD	14.46	<LOD	2.94	<LOD	11.85	133.31	30.21	669.67	39.58	152.45	53.43	90.44	37.6	53.62	30.5	65.82	30.26	181.65	15.59	38.28	6.73	21.82	5.67	13.6	4.23	3.88	2.12	<LOD	3.52	567797.69	1681.17	<LOD	1.5	<LOD	1.5	<LOD	11.4	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	1160.85	<LOD	406.91	428846.16	3130.43	1264.34	37.47	<LOD	2743.16	<LOD	0	<LOD	0	917730.81	0	<LOD	0	161.31	0	<LOD	0	0.78	0	82.98	0	34.69	0	109.7	8.4	47.48	7.67
472	472	25/11/2019 08:32	TestAll Geo	121.64	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.68	<LOD	2	<LOD	1.28	<LOD	3.23	<LOD	1.34	<LOD	2.46	<LOD	3.32	<LOD	5.03	<LOD	2.65	<LOD	2.85	<LOD	7.05	<LOD	6.2	<LOD	19.39	<LOD	11.91	33.58	17.97	<LOD	14.2	53.37	20.17	48.33	28.71	<LOD	6.04	7.72	4.05	<LOD	14.41	<LOD	2.88	<LOD	11.3	721.68	184.95	696.61	40.09	123.89	55.14	<LOD	58	<LOD	66.37	56.05	31.34	197.41	16.18	41.51	6.98	23.79	5.88	13.05	4.36	<LOD	3.23	<LOD	3.67	562858.13	1724.92	<LOD	1.5	<LOD	1.5	<LOD	12.3	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	810.13	<LOD	353.24	432596.03	3124.71	1264.76	37.31	<LOD	2167.28	<LOD	0	1314.5	0	925755.56	0	589.02	0	873.23	0	<LOD	0	<LOD	0	62.35	0	76.31	0	119.96	8.71	54.25	7.98
473	473	25/11/2019 08:35	TestAll Geo	123.52	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.66	<LOD	1.98	<LOD	1.27	<LOD	3.24	<LOD	1.31	<LOD	2.45	<LOD	3.16	<LOD	4.62	<LOD	2.55	<LOD	2.82	<LOD	7.02	<LOD	6.06	62.41	25.59	<LOD	11.76	27.47	17.6	<LOD	14.44	45.12	19.73	77.87	29.42	<LOD	6.05	14.39	4.16	<LOD	14.01	<LOD	2.81	128.09	55.07	122.64	29.83	637.13	36.97	94.88	53.37	74.19	37.76	<LOD	61.82	46.83	30.41	200.12	15.78	37.15	6.76	25.78	5.75	14.76	4.27	4.27	2.14	<LOD	3.54	564564.63	1699.73	<LOD	1.5	<LOD	1.5	<LOD	11.57	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	1160.43	427.86	225.48	431938.94	3250.83	1253.89	35.97	<LOD	3479.66	<LOD	0	<LOD	0	924349.38	0	979.79	0	148.39	0	179.33	0	19.09	0	100.45	0	64.52	0	106.58	8.43	59.19	7.81
474	474	25/11/2019 08:37	TestAll Geo	121.03	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.63	<LOD	1.97	<LOD	1.23	<LOD	3.18	<LOD	1.28	<LOD	2.28	<LOD	3.44	<LOD	4.75	<LOD	2.42	<LOD	2.79	<LOD	6.96	<LOD	5.94	61.95	25.82	<LOD	11.45	41.96	17.64	<LOD	13.58	42.1	19.43	89.19	29.3	<LOD	6.05	8.57	4.06	<LOD	14.35	<LOD	3.04	113.51	52.13	705.38	183.02	<LOD	64.8	133.95	52.17	81.1	36.75	<LOD	44.62	<LOD	44.28	193.34	15.74	37.7	6.76	25.29	5.73	12.75	4.24	3.62	2.13	<LOD	3.49	566866.25	1683.27	<LOD	1.5	<LOD	1.5	<LOD	14.59	<LOD	1.5	<LOD	1.5	<LOD	1.5	1326.38	553.21	<LOD	355.68	428299.69	3203.35	1281.1	38.07	<LOD	3325.21	<LOD	0	2506.86	0	916561.38	0	766.8	0	853.5	0	158.92	0	5.14	0	115.05	0	60.2	0	117.24	8.47	55.97	7.78
475	475	25/11/2019 08:40	TestAll Geo	122.46	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.63	<LOD	1.92	<LOD	1.25	<LOD	3.12	<LOD	1.32	<LOD	2.44	<LOD	3.24	<LOD	4.9	<LOD	2.49	<LOD	2.73	<LOD	6.95	<LOD	6.01	47.99	25.72	<LOD	16.49	31.93	17.39	<LOD	13.79	43.64	19.25	52.46	28.09	<LOD	5.98	11.89	4.16	<LOD	14.37	<LOD	2.73	<LOD	11.51	718.41	192.17	<LOD	68.16	<LOD	80.63	80.3	38.16	<LOD	65.93	<LOD	45.99	178.55	15.74	33.32	6.75	20.84	5.71	12.25	4.25	4.2	2.15	<LOD	3.51	561006.06	1682.4	<LOD	1.5	<LOD	1.5	<LOD	17.16	<LOD	1.5	<LOD	1.5	<LOD	1.5	932.71	544.05	<LOD	353.79	434292.41	3048.26	1266.21	37.05	<LOD	2104.36	<LOD	0	1762.81	0	929385.81	0	621.17	0	869.28	0	<LOD	0	9.22	0	67.68	0	62.41	0	116.91	8.52	56.98	7.84
476	476	25/11/2019 08:42	TestAll Geo	122.89	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.66	<LOD	1.95	<LOD	1.26	<LOD	3.15	<LOD	1.34	<LOD	2.5	<LOD	3.71	<LOD	4.8	<LOD	2.54	<LOD	2.81	<LOD	7.26	<LOD	6.2	66.02	26.26	<LOD	16.75	40.73	17.98	<LOD	14.68	56.51	20.08	47.06	28.42	<LOD	6.01	9.89	4.15	<LOD	14.59	<LOD	2.75	<LOD	12.03	151.69	30.55	732.49	39.17	180.44	53.81	124.03	37.92	<LOD	45.6	77.98	30.4	195.4	15.81	38.17	6.78	32.39	5.85	10.59	4.22	5.97	2.19	<LOD	3.58	560679.69	1708.39	<LOD	1.5	<LOD	1.5	<LOD	11.66	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	989.76	353.24	227.06	435577.75	3295.45	1271.59	36.32	<LOD	3025.82	<LOD	0	<LOD	0	932136.44	0	808.91	0	183.55	0	<LOD	0	0.86	0	60.71	0	80.81	0	118.11	8.51	49.05	7.75
477	477	25/11/2019 08:45	TestAll Geo	120.51	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.63	<LOD	1.96	<LOD	1.29	<LOD	3.21	<LOD	1.32	<LOD	2.29	<LOD	3.36	<LOD	4.63	<LOD	2.45	<LOD	2.78	<LOD	7.05	<LOD	6.06	67.28	25.58	<LOD	11.28	42.13	17.7	<LOD	14.26	42.43	19.32	54.5	28.37	<LOD	6.08	12.41	4.18	<LOD	14.27	<LOD	2.48	123.97	54.82	121.47	30.08	<LOD	65.41	180.49	54.73	113.94	38.51	<LOD	69.36	72.53	30.9	188.62	16.16	41.67	6.99	24.43	5.89	14.1	4.38	<LOD	3.26	<LOD	3.62	553914.31	1703.1	<LOD	1.5	<LOD	1.5	<LOD	12.56	<LOD	1.5	<LOD	1.5	<LOD	1.5	1118.28	572.2	<LOD	371.05	441256.53	3227.51	1307.21	39.12	<LOD	3079.96	<LOD	0	2113.54	0	944289	0	761.69	0	146.98	0	173.56	0	13.03	0	70.3	0	60.67	0	111.12	8.69	48.17	7.93
478	478	25/11/2019 08:47	TestAll Geo	120.37	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.66	<LOD	1.99	<LOD	1.29	<LOD	3.31	<LOD	1.33	<LOD	2.37	<LOD	3.25	<LOD	4.74	<LOD	2.44	<LOD	2.76	<LOD	7.02	<LOD	6.02	59.75	25.87	<LOD	11.78	36.27	17.43	<LOD	14.36	31.49	18.93	44.51	28.39	<LOD	6.08	10	4.21	<LOD	14.82	<LOD	2.88	100.29	47.4	643.65	166.12	640.83	36.12	151.78	45.43	106.91	32.05	52.13	25.91	99.07	25.86	187.35	15.66	42.63	6.79	17.9	5.63	10.99	4.2	<LOD	3.14	<LOD	3.52	596927.31	1655.42	<LOD	1.5	<LOD	1.5	<LOD	15.4	<LOD	1.5	<LOD	1.5	<LOD	1.5	1095.95	489.92	501.38	211.46	398459.25	3071.17	1102.38	33.03	<LOD	2229.61	<LOD	0	2071.34	0	852702.81	0	1148.16	0	778.82	0	140.41	0	1.75	0	57.42	0	45.03	0	115.02	8.44	41.35	7.63
479	479	25/11/2019 08:49	TestAll Geo	122.17	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.65	<LOD	1.96	<LOD	1.25	<LOD	3.16	<LOD	1.25	<LOD	2.35	<LOD	3.4	<LOD	4.92	<LOD	2.58	<LOD	2.83	<LOD	7.14	<LOD	6.3	53.42	26.05	<LOD	11.99	28.38	17.57	<LOD	14.63	42.84	19.65	91.02	29.68	<LOD	6.11	11.99	4.2	<LOD	14.5	<LOD	2.89	<LOD	11.93	711.03	192.87	<LOD	70.46	112.7	53.75	81.18	37.97	<LOD	44.59	51.87	30.56	198.98	15.87	39.01	6.81	21.03	5.73	10.51	4.23	5.38	2.18	<LOD	3.59	561476.56	1697.5	<LOD	1.5	<LOD	1.5	<LOD	17.32	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	975.46	468.67	236.18	434944.75	3223.26	1241.79	36.84	<LOD	2011.61	<LOD	0	<LOD	0	930781.81	0	1073.26	0	860.34	0	<LOD	0	15.5	0	117.42	0	61.27	0	114.06	8.51	52.76	7.8
480	480	25/11/2019 08:52	TestAll Geo	120.13	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.68	<LOD	2.03	<LOD	1.28	<LOD	3.31	<LOD	1.36	<LOD	2.39	<LOD	3.35	<LOD	4.77	<LOD	2.1	<LOD	2.84	<LOD	7.38	<LOD	6.42	86.89	26.9	<LOD	12.04	56.44	18.24	<LOD	14.72	44.92	19.97	82.25	30.19	<LOD	6.07	<LOD	6.15	<LOD	14.75	<LOD	2.77	104.27	46.74	632.29	162.91	<LOD	66.6	139.33	46.6	106.58	32.94	56.73	26.68	67.64	26.42	188.74	15.99	40.77	6.9	22.82	5.81	10.25	4.27	3.47	2.16	<LOD	3.56	597142.56	1684.59	<LOD	1.5	<LOD	1.5	<LOD	11.66	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	1170.55	468.19	214.06	399400.38	3115.82	1132.14	33.76	<LOD	3011.74	<LOD	0	<LOD	0	854716.88	0	1072.15	0	765.08	0	145.98	0	<LOD	0	106.1	0	64.23	0	104.68	8.57	43.42	7.81
481	481	25/11/2019 08:54	TestAll Geo	120.26	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.74	<LOD	2	<LOD	1.29	<LOD	3.34	<LOD	1.34	<LOD	2.5	<LOD	3.52	<LOD	4.76	<LOD	2.6	<LOD	2.9	<LOD	7.26	<LOD	6.05	64.09	26.3	<LOD	12.04	46.99	18.1	<LOD	14.71	46.28	20.01	44.87	29.2	<LOD	5.92	10.09	4.03	<LOD	14.01	<LOD	2.65	<LOD	11.59	642.59	150.84	<LOD	67.38	99.57	44.23	81.69	31.32	54.63	25.48	51.24	25.16	201.1	16.4	46.23	7.11	24.89	5.96	13.64	4.42	6.12	2.27	<LOD	3.68	611694.44	1668.37	<LOD	1.5	<LOD	1.5	<LOD	12.09	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	809.74	470.7	208.47	384567.56	3001.34	1041.9	32.09	<LOD	2793.34	<LOD	0	<LOD	0	822974.63	0	1077.9	0	777.53	0	<LOD	0	<LOD	0	57.88	0	66.18	0	110.86	8.78	49.35	8.03
482	482	25/11/2019 08:56	TestAll Geo	121.07	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.62	<LOD	1.98	<LOD	1.22	<LOD	3.27	<LOD	1.32	<LOD	2.31	<LOD	3.43	<LOD	4.77	<LOD	2.54	<LOD	2.7	<LOD	7.03	<LOD	5.89	72.35	26.01	<LOD	11.99	40.85	17.53	<LOD	13.84	55.54	19.92	69.41	29.43	<LOD	5.9	9.67	4.2	<LOD	14.89	<LOD	2.77	<LOD	11.74	620.14	165.24	<LOD	68.94	123.78	47.66	92.69	33.68	<LOD	51.52	62.85	27.09	204.67	16.2	39.21	6.95	25.57	5.89	15.71	4.39	7.68	2.28	<LOD	3.63	593699.25	1668.89	<LOD	1.5	<LOD	1.5	<LOD	14.72	<LOD	1.5	<LOD	1.5	<LOD	1.5	714	474.37	659.24	207.58	400668.03	3090.26	1102.7	32.25	<LOD	2027.21	2411.57	0	1349.46	0	857429.63	0	1509.67	0	750.37	0	<LOD	0	3.23	0	89.54	0	79.42	0	115.18	8.68	53.5	7.95
483	483	25/11/2019 08:59	TestAll Geo	121.4	ppm	2	Final	-3mm 	branco	0prm	.kkotaro	silica					<LOD	2.62	<LOD	1.95	<LOD	1.23	<LOD	3.16	<LOD	1.31	<LOD	2.38	<LOD	3.25	<LOD	4.46	<LOD	2.4	<LOD	2.65	<LOD	6.9	<LOD	6.08	70.51	25.16	<LOD	11.53	49.1	17.52	<LOD	14.29	39.85	19.11	69.25	28.68	<LOD	6.07	11.16	4.23	<LOD	14.67	<LOD	2.74	93.06	47.98	607.89	168.5	<LOD	65.33	113.76	47.34	77.47	33.42	<LOD	57.82	50.69	26.9	195.93	16.18	46.25	7.03	22.76	5.87	14.82	4.38	3.73	2.19	<LOD	3.66	583885.94	1666.98	<LOD	1.5	<LOD	1.5	<LOD	13.77	<LOD	1.5	<LOD	1.5	<LOD	1.5	1076.41	511.72	524.17	219.43	408322.78	3013.3	1163.7	34.26	3339.04	1536.36	5542.8	0	2034.42	0	873810.81	0	1200.35	0	735.55	0	130.28	0	<LOD	0	89.33	0	56.98	0	114.02	8.69	54.18	7.98
